# stan_version_major = 2
# stan_version_minor = 19
# stan_version_patch = 1
# model = bernoulli_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 1
# id = 4
# data
#   file = /home/jesper/dev/julia/ABDA2021/tmp/bernoulli_4.data.R
# init = 2 (Default)
# random
#   seed = 2667590550
# output
#   file = /home/jesper/dev/julia/ABDA2021/tmp/bernoulli_samples_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta
-10.8603,0.795126,1.00434,1,3,0,10.8613,0.0778499
-9.11384,1,1.00434,1,1,0,10.6172,0.137806
-8.81804,1,1.00434,1,1,0,9.25507,0.154185
-7.63855,0.964263,1.00434,1,3,0,8.68467,0.329582
-8.06455,0.901042,1.00434,2,3,0,8.25508,0.217472
-7.6512,1,1.00434,1,3,0,7.96643,0.311617
-8.09314,0.883417,1.00434,1,3,0,8.17307,0.469089
-8.8475,0.7624,1.00434,1,1,0,8.93683,0.556379
-7.99511,0.928996,1.00434,1,3,0,9.36274,0.22644
-8.14077,0.98827,1.00434,2,3,0,8.20839,0.208621
-7.90277,1,1.00434,1,1,0,8.11366,0.240195
-8.8375,0.892885,1.00434,2,3,0,9.07343,0.555455
-8.58252,1,1.00434,1,1,0,9.04873,0.530298
-8.28579,0.822621,1.00434,1,3,0,9.64691,0.193923
-8.32654,0.990922,1.00434,1,1,0,8.48379,0.190193
-7.75486,0.960433,1.00434,2,3,0,8.68875,0.270042
-7.94759,0.980744,1.00434,2,3,0,7.95888,0.444736
-9.09846,0.832282,1.00434,2,3,0,9.12809,0.57831
-7.82462,0.561059,1.00434,2,3,0,11.4772,0.419248
-8.11191,0.902953,1.00434,1,1,0,8.14801,0.471931
-7.80872,1,1.00434,1,1,0,8.03456,0.415411
-7.65325,0.997017,1.00434,2,3,0,7.83348,0.30999
-8.36184,0.582406,1.00434,2,3,0,10.0331,0.187081
-7.68896,1,1.00434,1,3,0,8.19953,0.290987
-7.648,0.995711,1.00434,1,3,0,7.70178,0.352592
-9.10253,0.644215,1.00434,1,3,0,9.55401,0.13838
-8.01553,0.998198,1.00434,1,3,0,8.8595,0.2237
-7.8704,1,1.00434,1,1,0,8.01688,0.245682
-7.74667,0.858847,1.00434,2,3,0,8.9155,0.27221
-7.66462,0.980439,1.00434,2,3,0,7.88466,0.302556
-8.1373,0.864196,1.00434,2,3,0,8.46323,0.475685
-10.7295,0.401533,1.00434,1,1,0,10.7506,0.683701
-8.98393,1,1.00434,2,3,0,10.3653,0.144638
-7.84389,0.901072,1.00434,2,3,0,9.47018,0.423689
-7.73699,0.855432,1.00434,2,3,0,8.52875,0.274892
-8.05007,0.968087,1.00434,2,3,0,8.05095,0.219263
-7.77363,0.955689,1.00434,2,3,0,8.46069,0.26537
-8.34577,0.897164,1.00434,1,3,0,8.34636,0.188485
-7.89305,1,1.00434,1,1,0,8.24422,0.241798
-8.44629,0.873003,1.00434,1,1,0,8.45123,0.180041
-8.37568,1,1.00434,1,1,0,8.6,0.18589
-7.65621,0.979798,1.00434,2,3,0,8.49386,0.307837
-8.90654,0.70436,1.00434,1,3,0,9.07271,0.561752
-8.28551,1,1.00434,1,1,0,8.84519,0.495918
-7.87003,1,1.00434,2,3,0,8.17903,0.429407
-7.69185,1,1.00434,2,3,0,7.84989,0.289829
-7.74551,0.994293,1.00434,2,3,0,7.74583,0.398098
-8.81584,0.830731,1.00434,2,3,0,8.81589,0.553438
-9.05258,0.91947,1.00434,1,1,0,9.43957,0.574469
-7.96039,0.946193,1.00434,1,3,0,9.47496,0.231329
-8.18645,0.897412,1.00434,2,3,0,8.96106,0.203722
-8.18645,0.812907,1.00434,1,1,0,8.97413,0.203722
-9.26299,0.799075,1.00434,1,1,0,9.2658,0.130558
-7.89082,0.945595,1.00434,2,3,0,9.75791,0.433732
-7.72849,1,1.00434,1,1,0,7.84919,0.39263
-8.99811,0.534584,1.00434,2,3,0,10.5716,0.143866
-7.97532,1,1.00434,1,3,0,8.76445,0.229191
-7.86115,0.945649,1.00434,2,3,0,8.52833,0.247331
-7.7579,1,1.00434,1,1,0,7.85108,0.269259
-9.11993,0.688615,1.00434,2,3,0,9.92003,0.580084
-12.6957,0.318294,1.00434,1,1,0,12.8493,0.766343
-8.28258,1,1.00434,2,3,0,11.1954,0.495543
-8.42603,0.949605,1.00434,1,1,0,8.63511,0.513021
-7.84943,1,1.00434,1,1,0,8.24778,0.42493
-7.84943,0.59496,1.00434,1,3,0,9.78508,0.42493
-7.84943,0.60805,1.00434,2,3,0,9.49427,0.42493
-7.72319,1,1.00434,2,3,0,7.81509,0.278974
-7.69106,1,1.00434,1,1,0,7.72455,0.290141
-7.64403,1,1.00434,1,3,0,7.67668,0.318718
-8.3246,0.838864,1.00434,1,3,0,8.4036,0.190367
-7.93434,1,1.00434,1,1,0,8.25072,0.23521
-7.74788,1,1.00434,2,3,0,7.87896,0.398824
-7.66079,0.917744,1.00434,2,3,0,8.06786,0.362669
-7.63977,0.999113,1.00434,1,3,0,7.66073,0.325661
-7.63977,0.599642,1.00434,1,3,0,8.99077,0.325661
-8.71139,0.740979,1.00434,1,3,0,8.80254,0.543417
-7.7398,0.9855,1.00434,1,3,0,8.73297,0.274099
-7.8011,0.982837,1.00434,1,1,0,7.82076,0.25914
-8.07527,0.976712,1.00434,2,3,0,8.08572,0.21617
-7.87541,1,1.00434,1,1,0,8.05624,0.244804
-7.87541,0.704949,1.00434,1,3,0,9.28648,0.244804
-7.87541,0.433742,1.00434,1,3,0,10.8861,0.244804
-7.782,1,1.00434,2,3,0,7.87552,0.263402
-7.63819,0.993961,1.00434,2,3,0,7.8117,0.334087
-8.1939,0.728137,1.00434,2,3,0,8.96181,0.483727
-7.63834,0.87646,1.00434,2,3,0,8.7487,0.330845
-7.8483,0.905696,1.00434,2,3,0,8.09174,0.424678
-7.64492,0.983432,1.00434,2,3,0,7.93649,0.31765
-7.64492,0.87748,1.00434,1,3,0,8.05347,0.31765
-8.17962,0.861273,1.00434,1,3,0,8.25182,0.481738
-7.72234,1,1.00434,1,1,0,8.02224,0.390535
-7.6728,1,1.00434,2,3,0,7.71166,0.36974
-8.63311,0.470439,1.00434,2,3,0,10.4601,0.535555
-8.37945,1,1.00434,1,1,0,8.77255,0.507539
-7.93771,0.940225,1.00434,1,3,0,8.83273,0.234697
-8.45405,0.882931,1.00434,1,1,0,8.46565,0.179421
-8.59047,0.972065,1.00434,1,1,0,8.75866,0.16914
-7.99918,1,1.00434,1,1,0,8.46603,0.225887
-8.22189,0.927807,1.00434,1,3,0,8.78695,0.487553
-7.63871,1,1.00434,1,3,0,8.05966,0.337814
-7.6448,0.998184,1.00434,1,3,0,7.647,0.317792
-7.64191,0.990945,1.00434,2,3,0,7.6914,0.321633
-7.6504,0.997348,1.00434,1,1,0,7.65072,0.312284
-7.71328,0.981074,1.00434,1,1,0,7.71329,0.28213
-8.21808,0.865822,1.00434,1,3,0,8.41828,0.487038
-10.1816,0.499533,1.00434,1,1,0,10.2401,0.653557
-8.5798,1,1.00434,2,3,0,9.91396,0.169904
-9.25358,0.881894,1.00434,1,1,0,9.33382,0.130997
-10.2493,0.864474,1.00434,1,1,0,10.3534,0.0939476
-9.57357,1,1.00434,1,1,0,10.3614,0.117167
-8.14924,1,1.00434,2,3,0,9.14165,0.477418
-7.64272,1,1.00434,1,3,0,8.04792,0.320444
-7.63905,0.999555,1.00434,2,3,0,7.64434,0.339072
-7.63905,0.520939,1.00434,2,3,0,10.2285,0.339072
-7.95761,0.916679,1.00434,1,3,0,7.9742,0.446573
-7.91099,0.633949,1.00434,2,3,0,9.78346,0.437768
-8.67153,0.761198,1.00434,1,1,0,8.70757,0.539453
-8.67153,0.386386,1.00434,1,1,0,10.6457,0.539453
-7.87609,1,1.00434,2,3,0,8.41228,0.430687
-8.41762,0.456576,1.00434,2,3,0,10.8812,0.512044
-7.84033,1,1.00434,1,1,0,8.23683,0.422886
-7.84033,0.233095,1.00434,1,3,0,11.2428,0.422886
-7.64149,0.998831,1.00434,1,3,0,7.80828,0.322309
-7.64149,0.551406,1.00434,1,3,0,9.22744,0.322309
-7.84595,0.940178,1.00434,2,3,0,7.98933,0.250129
-7.7884,1,1.00434,1,1,0,7.86307,0.261939
-8.14285,0.966109,1.00434,2,3,0,8.18889,0.476493
-7.9085,1,1.00434,2,3,0,8.06827,0.239264
-7.65381,0.966542,1.00434,2,3,0,8.05909,0.357675
-7.72911,0.974167,1.00434,2,3,0,7.78109,0.27718
-7.86919,0.985719,1.00434,2,3,0,7.87577,0.429227
-7.91367,0.984367,1.00434,1,1,0,7.98717,0.438293
-7.91367,0.829583,1.00434,1,1,0,8.29679,0.438293
-7.67023,0.989474,1.00434,1,3,0,7.93442,0.299509
-8.48152,0.796069,1.00434,1,3,0,8.64015,0.519337
-8.34757,1,1.00434,1,1,0,8.66679,0.503685
-7.63857,1,1.00434,1,3,0,8.15074,0.337175
-8.56997,0.769715,1.00434,1,3,0,8.76773,0.170613
-7.6669,0.999033,1.00434,1,3,0,8.38781,0.301281
-7.72356,0.994097,1.00434,2,3,0,7.72786,0.390957
-8.52056,0.86191,1.00434,2,3,0,8.6052,0.174265
-7.66903,0.95208,1.00434,1,3,0,8.53875,0.36767
-7.6478,1,1.00434,2,3,0,7.66411,0.314633
-7.75691,0.969127,1.00434,1,3,0,7.79165,0.401526
-9.05329,0.699173,1.00434,1,3,0,9.05331,0.57453
-7.79125,1,1.00434,2,3,0,8.60444,0.410992
-7.68167,0.961886,1.00434,2,3,0,7.99511,0.294068
-7.74283,0.901375,1.00434,2,3,0,8.24352,0.273256
-7.70865,1,1.00434,1,1,0,7.74825,0.283683
-7.8285,0.960295,1.00434,2,3,0,7.97358,0.420159
-8.04121,0.979028,1.00434,2,3,0,8.04136,0.220378
-7.98862,1,1.00434,1,1,0,8.11297,0.227332
-7.64795,0.981613,1.00434,2,3,0,8.10198,0.314491
-7.67657,0.82108,1.00434,2,3,0,8.57997,0.371698
-7.67657,0.542104,1.00434,1,3,0,9.66226,0.371698
-8.24926,0.834509,1.00434,1,3,0,8.49453,0.197402
-8.42891,0.96094,1.00434,1,1,0,8.54502,0.181447
-8.08891,1,1.00434,1,1,0,8.4052,0.214541
-7.81892,1,1.00434,1,1,0,8.03194,0.255408
-7.79124,1,1.00434,1,1,0,7.85041,0.261303
-9.46155,0.69201,1.00434,1,3,0,9.57238,0.121758
-8.90939,1,1.00434,1,1,0,9.51669,0.148805
-7.99863,1,1.00434,2,3,0,8.63696,0.453813
-7.81245,1,1.00434,2,3,0,7.94174,0.256737
-8.18483,0.907764,1.00434,1,1,0,8.19056,0.203891
-7.68594,0.945374,1.00434,2,3,0,8.41309,0.3762
-7.96863,0.95424,1.00434,2,3,0,7.96977,0.44856
-7.78678,1,1.00434,2,3,0,7.91551,0.262307
-7.63867,0.991595,1.00434,2,3,0,7.83178,0.329032
-7.65038,0.996919,1.00434,2,3,0,7.65634,0.354814
-7.88736,0.930939,1.00434,1,3,0,7.96799,0.242755
-7.80371,0.794344,1.00434,2,3,0,9.23832,0.414168
-7.71312,1,1.00434,1,1,0,7.78762,0.387247
-7.71312,0.769938,1.00434,1,1,0,8.19421,0.387247
-7.66359,1,1.00434,2,3,0,7.70109,0.303152
-7.67713,0.995907,1.00434,1,1,0,7.6828,0.296125
-8.40637,0.839786,1.00434,2,3,0,8.82182,0.183301
-7.64359,0.989422,1.00434,1,3,0,8.27245,0.319267
-8.39219,0.811215,1.00434,1,3,0,8.47758,0.509056
-7.66737,0.998032,1.00434,1,3,0,8.30907,0.301024
-7.64049,0.998439,1.00434,1,3,0,7.66848,0.342647
-7.6424,0.999378,1.00434,1,1,0,7.6429,0.345929
-7.65738,0.716366,1.00434,2,3,0,9.13599,0.307037
-7.63819,0.993252,1.00434,2,3,0,7.69391,0.332396
-7.8497,0.883434,1.00434,2,3,0,8.2092,0.249427
-8.47796,0.932858,1.00434,2,3,0,8.6013,0.518938
-7.817,1,1.00434,1,1,0,8.25872,0.417429
-8.15976,0.885295,1.00434,1,1,0,8.19015,0.478928
-7.9269,1,1.00434,1,1,0,8.15034,0.440849
-8.8876,0.859869,1.00434,2,3,0,8.9194,0.560044
-7.6441,1,1.00434,1,3,0,8.60067,0.318632
-7.69312,0.953145,1.00434,2,3,0,7.87763,0.289333
-9.3264,0.531696,1.00434,2,3,0,10.5865,0.596428
-7.78948,1,1.00434,1,1,0,8.77831,0.41053
-9.44538,0.631089,1.00434,1,3,0,9.44541,0.605317
-9.84342,0.957791,1.00434,2,3,0,10.4243,0.632685
-7.64079,1,1.00434,1,3,0,9.27395,0.323532
-7.65191,0.996522,1.00434,1,1,0,7.65196,0.311041
-8.81695,0.738091,1.00434,1,3,0,8.97503,0.154252
-8.50632,1,1.00434,1,1,0,8.89223,0.175345
-8.28068,1,1.00434,1,1,0,8.56985,0.194401
-8.28823,0.998299,1.00434,1,1,0,8.4532,0.193694
-8.37499,0.980935,1.00434,1,1,0,8.52105,0.185949
-9.6609,0.781863,1.00434,1,1,0,9.66427,0.113756
-8.52297,1,1.00434,1,1,0,9.47218,0.174083
-7.81132,0.928621,1.00434,2,3,0,8.80895,0.41605
-7.66557,0.990783,1.00434,1,3,0,7.83902,0.302021
-8.43258,0.75256,1.00434,2,3,0,9.06437,0.513778
-7.63946,1,1.00434,1,3,0,8.2395,0.326457
-8.53096,0.786053,1.00434,1,3,0,8.67787,0.173485
-7.77616,1,1.00434,1,3,0,8.34197,0.264768
-7.70518,0.902944,1.00434,2,3,0,8.42918,0.284884
-8.05358,0.904343,1.00434,1,3,0,8.21833,0.462906
-7.81448,1,1.00434,1,1,0,8.00501,0.41682
-8.80516,0.701997,1.00434,1,1,0,8.81278,0.552436
-9.52369,0.777111,1.00434,1,1,0,9.84977,0.610975
-8.55089,1,1.00434,1,1,0,9.39708,0.526935
-8.98491,0.95213,1.00434,2,3,0,9.25566,0.568673
-7.80664,1,1.00434,2,3,0,9.10122,0.257956
-8.32582,0.860395,1.00434,1,3,0,8.67213,0.501004
-7.63905,1,1.00434,1,3,0,8.13139,0.33907
-7.67408,0.981762,1.00434,2,3,0,7.72369,0.29758
-7.64342,0.997392,1.00434,1,3,0,7.68008,0.347369
-8.18995,0.887637,1.00434,2,3,0,8.34725,0.203358
-8.13772,1,1.00434,1,1,0,8.29833,0.208958
-7.7129,1,1.00434,1,3,0,8.02212,0.282257
-7.63833,0.994835,1.00434,2,3,0,7.74031,0.330896
-7.94646,0.923623,1.00434,2,3,0,8.0969,0.23338
-8.50161,0.875565,1.00434,1,1,0,8.51165,0.175705
-7.84787,1,1.00434,1,1,0,8.33863,0.249769
-7.71672,0.965626,1.00434,2,3,0,8.13055,0.281011
-7.68798,1,1.00434,2,3,0,7.71867,0.291387
-7.68798,0.856073,1.00434,1,3,0,8.20686,0.291387
-7.63981,0.979857,1.00434,2,3,0,7.80358,0.325572
-7.65177,0.997686,1.00434,2,3,0,7.65533,0.356019
-7.63899,0.978493,1.00434,2,3,0,7.74724,0.338872
-7.63974,0.996337,1.00434,2,3,0,7.65588,0.340976
-7.69507,0.985625,1.00434,1,3,0,7.69635,0.380189
-7.70719,0.995882,1.00434,1,1,0,7.72439,0.385029
-7.64003,0.978532,1.00434,2,3,0,7.80097,0.341678
-7.69991,0.98447,1.00434,1,3,0,7.70115,0.382174
-7.79595,0.967454,1.00434,1,1,0,7.80677,0.412203
-7.65937,1,1.00434,1,1,0,7.74983,0.361727
-9.03842,0.680319,1.00434,1,3,0,9.06884,0.573269
-7.6416,1,1.00434,1,3,0,8.6961,0.322127
-7.6382,0.999945,1.00434,1,3,0,7.64106,0.334345
-7.64016,0.998782,1.00434,2,3,0,7.6438,0.324795
-7.75569,0.960608,1.00434,2,3,0,7.84654,0.401166
-7.75569,0.846434,1.00434,1,1,0,8.06961,0.401166
-7.76701,0.99608,1.00434,1,1,0,7.80515,0.404433
-8.25122,0.926796,1.00434,2,3,0,8.28005,0.197212
-7.81261,1,1.00434,1,1,0,8.14073,0.256705
-7.64608,0.984938,1.00434,2,3,0,7.90624,0.316367
-7.76045,0.973044,1.00434,1,3,0,7.76251,0.268609
-7.77695,0.862974,1.00434,2,3,0,8.68068,0.264581
-7.73406,1,1.00434,1,1,0,7.78564,0.275731
-9.64303,0.588697,1.00434,1,3,0,10.0526,0.619329
-8.10995,1,1.00434,1,1,0,9.14836,0.471636
-10.7982,0.654358,1.00434,2,3,0,10.8132,0.687207
-9.12181,1,1.00434,1,1,0,10.559,0.580239
-9.12181,0.720534,1.00434,1,1,0,10.1545,0.580239
-7.69089,1,1.00434,1,3,0,8.93512,0.290211
-7.72743,0.818626,1.00434,2,3,0,8.70617,0.392276
-7.89129,0.944488,1.00434,1,1,0,7.90586,0.433828
-7.67004,1,1.00434,1,1,0,7.81569,0.368235
-7.72224,0.982467,1.00434,1,1,0,7.72738,0.390499
-7.6388,0.990791,1.00434,2,3,0,7.7689,0.328501
-7.80638,0.90018,1.00434,2,3,0,8.12778,0.25801
-9.03313,0.779983,1.00434,1,3,0,9.07093,0.141989
-7.84625,1,1.00434,2,3,0,8.70797,0.424219
-7.64111,0.976607,1.00434,2,3,0,7.96725,0.322955
-7.65171,0.992447,1.00434,2,3,0,7.67743,0.311201
-7.87565,0.948206,1.00434,1,3,0,7.88178,0.244763
-7.82736,1,1.00434,1,1,0,7.90745,0.253713
-7.70497,0.968252,1.00434,2,3,0,8.08143,0.284956
-7.74977,0.987093,1.00434,1,1,0,7.76261,0.271377
-7.8995,0.984696,1.00434,2,3,0,7.90408,0.435488
-7.70584,1,1.00434,2,3,0,7.87169,0.284651
-7.69599,1,1.00434,1,1,0,7.71865,0.288229
-7.69599,0.728966,1.00434,1,3,0,8.76472,0.288229
-7.99058,0.940398,1.00434,1,3,0,7.99079,0.227063
-7.7304,1,1.00434,1,1,0,7.92061,0.276797
-8.33711,0.881959,1.00434,1,3,0,8.34359,0.18925
-7.6404,0.988122,1.00434,1,3,0,8.22056,0.324293
-10.0447,0.511149,1.00434,1,3,0,10.2395,0.645342
-7.69194,1,1.00434,1,3,0,9.25105,0.378858
-8.43255,0.788508,1.00434,1,3,0,8.77671,0.181151
-7.74752,1,1.00434,2,3,0,8.26775,0.398714
-7.77177,0.991628,1.00434,1,1,0,7.80532,0.405765
-7.97384,0.931326,1.00434,1,1,0,7.99924,0.449488
-8.27428,0.897758,1.00434,1,1,0,8.35826,0.494473
-8.92,0.931019,1.00434,2,3,0,9.0758,0.562957
-8.92,0.85529,1.00434,1,1,0,9.60576,0.562957
-11.2388,0.459617,1.00434,1,1,0,11.4469,0.70844
-8.72329,1,1.00434,2,3,0,11.0439,0.160121
-7.70225,0.76653,1.00434,2,3,0,10.803,0.383109
-7.65886,1,1.00434,1,1,0,7.69032,0.361376
-7.7445,0.899723,1.00434,2,3,0,8.07066,0.397784
-8.18432,0.856315,1.00434,1,1,0,8.19196,0.482396
-8.50992,0.889292,1.00434,1,1,0,8.66419,0.522486
-7.79426,1,1.00434,1,1,0,8.2652,0.41177
-7.79426,0.65895,1.00434,1,3,0,9.31467,0.41177
-8.60826,0.748198,1.00434,1,1,0,8.61614,0.532991
-8.0259,1,1.00434,1,1,0,8.47852,0.458404
-8.0259,0.748201,1.00434,1,1,0,8.60859,0.458404
-7.64867,1,1.00434,1,3,0,7.90401,0.353236
-8.10273,0.874647,1.00434,1,3,0,8.23399,0.212923
-8.10273,0.822899,1.00434,1,3,0,9.22267,0.212923
-8.13011,0.878461,1.00434,2,3,0,9.16341,0.474632
-7.88231,1,1.00434,1,1,0,8.09929,0.431983
-7.70427,1,1.00434,2,3,0,7.8539,0.285202
-7.70427,0.873222,1.00434,1,3,0,8.16839,0.285202
-9.31291,0.553807,1.00434,2,3,0,10.5002,0.595397
-8.23363,1,1.00434,2,3,0,9.1224,0.198933
-8.60928,0.92161,1.00434,1,1,0,8.68463,0.167808
-7.73325,1,1.00434,1,3,0,8.40249,0.275965
-8.39207,0.878563,1.00434,2,3,0,8.68404,0.509042
-7.82829,0.959582,1.00434,1,3,0,8.64452,0.253531
-7.74215,1,1.00434,1,1,0,7.82103,0.273445
-8.81396,0.79207,1.00434,1,3,0,8.85853,0.154433
-8.54914,0.894432,1.00434,1,3,0,10.1729,0.526747
-7.94571,1,1.00434,2,3,0,8.43716,0.233492
-9.60595,0.632818,1.00434,1,3,0,10.3522,0.616767
-8.05845,1,1.00434,1,1,0,9.09304,0.463683
-8.05845,0.599143,1.00434,1,1,0,9.02283,0.463683
-7.88402,0.915011,1.00434,2,3,0,8.59249,0.243321
-8.64363,0.831377,1.00434,1,1,0,8.64363,0.165424
-10.0468,0.786002,1.00434,2,3,0,11.4491,0.100208
-9.06781,1,1.00434,1,1,0,9.98326,0.140168
-10.2762,0.831964,1.00434,1,1,0,10.3316,0.0931574
-8.27131,0.875086,1.00434,2,3,0,11.7899,0.494088
-7.64887,1,1.00434,1,3,0,8.16248,0.313634
-7.87432,0.930843,1.00434,2,3,0,8.06266,0.244995
-7.84828,1,1.00434,1,1,0,7.92214,0.249692
-7.65242,0.981264,1.00434,2,3,0,7.9711,0.310636
-7.84276,0.952456,1.00434,2,3,0,7.94484,0.423435
-7.71548,1,1.00434,1,1,0,7.81197,0.388108
-7.71548,0.845869,1.00434,1,1,0,8.02712,0.388108
-7.98645,0.680484,1.00434,2,3,0,9.16435,0.451707
-7.79422,1,1.00434,2,3,0,7.95171,0.41176
-7.79422,0.66296,1.00434,1,1,0,8.53799,0.41176
-7.64115,0.985176,1.00434,2,3,0,7.87085,0.322884
-7.63823,0.999229,1.00434,2,3,0,7.64527,0.334802
-7.85673,0.942096,1.00434,1,3,0,7.87214,0.426539
-7.73393,0.884287,1.00434,2,3,0,8.42497,0.275768
-8.98503,0.704057,1.00434,1,3,0,9.31496,0.568684
-8.37594,1,1.00434,1,1,0,8.95984,0.507119
-7.79596,0.965655,1.00434,1,3,0,8.5694,0.260259
-7.87246,0.979346,1.00434,1,1,0,7.90423,0.245319
-7.63955,0.699555,1.00434,2,3,0,9.98867,0.340519
-7.72325,0.976592,1.00434,1,3,0,7.74133,0.278954
-7.72325,0.943179,1.00434,1,3,0,8.03445,0.278954
-7.72819,0.999524,1.00434,2,3,0,7.75276,0.277455
-8.91394,0.716837,1.00434,1,3,0,9.22555,0.562416
-8.25152,1,1.00434,1,1,0,8.82289,0.491503
-9.22172,0.706658,1.00434,1,1,0,9.34514,0.588297
-7.7621,0.997047,1.00434,1,3,0,9.19285,0.268194
-8.07234,0.973305,1.00434,2,3,0,8.07545,0.216524
-8.63016,0.849202,1.00434,2,3,0,9.59646,0.166351
-7.76315,1,1.00434,1,3,0,8.42087,0.267929
-7.78125,0.994921,1.00434,1,1,0,7.81453,0.263576
-7.66892,0.97777,1.00434,2,3,0,7.94072,0.300195
-7.7015,0.996765,1.00434,2,3,0,7.70636,0.286192
-7.64425,0.996139,1.00434,1,3,0,7.70643,0.348454
-7.86747,0.93693,1.00434,1,3,0,7.92829,0.246201
-7.86747,0.60006,1.00434,1,3,0,9.82815,0.246201
-7.68414,1,1.00434,1,1,0,7.81481,0.292996
-7.70986,0.922633,1.00434,2,3,0,8.13526,0.283273
-7.83051,0.901312,1.00434,2,3,0,8.31659,0.420627
