# stan_version_major = 2
# stan_version_minor = 19
# stan_version_patch = 1
# model = bernoulli_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 1
# id = 3
# data
#   file = /home/jesper/dev/julia/ABDA2021/tmp/bernoulli_3.data.R
# init = 2 (Default)
# random
#   seed = 2667590549
# output
#   file = /home/jesper/dev/julia/ABDA2021/tmp/bernoulli_samples_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta
-8.17343,0.864334,1.06401,1,3,0,8.26293,0.480869
-7.65284,1,1.06401,1,3,0,7.99891,0.356903
-8.06497,0.883777,1.06401,1,3,0,8.19214,0.21742
-8.15882,0.977281,1.06401,1,1,0,8.25512,0.206652
-8.04122,0.929569,1.06401,2,3,0,8.99872,0.220377
-8.36679,0.966782,1.06401,2,3,0,8.36697,0.506019
-8.60816,0.915543,1.06401,1,1,0,8.84099,0.532981
-7.89596,1,1.06401,1,1,0,8.3859,0.434775
-8.53449,0.914344,1.06401,2,3,0,8.55154,0.173221
-8.0744,1,1.06401,2,3,0,8.466,0.216275
-7.74692,1,1.06401,1,1,0,7.98581,0.272143
-7.66743,1,1.06401,1,1,0,7.72444,0.300995
-8.6856,0.777104,1.06401,1,3,0,8.77553,0.162592
-8.0845,1,1.06401,1,1,0,8.57329,0.215065
-8.836,0.844231,1.06401,1,1,0,8.84889,0.153102
-8.30758,1,1.06401,1,1,0,8.79108,0.191909
-8.98275,0.939648,1.06401,2,3,0,8.98856,0.568486
-8.09436,1,1.06401,2,3,0,8.74481,0.469275
-7.76115,1,1.06401,2,3,0,7.99153,0.402761
-8.03961,0.960971,1.06401,2,3,0,8.05875,0.460654
-8.17048,0.98446,1.06401,2,3,0,8.297,0.480452
-8.50085,0.56401,1.06401,2,3,0,10.3135,0.175763
-9.55742,0.939854,1.06401,2,3,0,9.58475,0.117814
-8.56896,1,1.06401,1,1,0,9.41513,0.170687
-7.90116,1,1.06401,2,3,0,8.4068,0.240457
-7.64106,0.991186,1.06401,1,3,0,7.8702,0.343739
-7.6388,1,1.06401,2,3,0,7.64035,0.33817
-8.0062,0.903445,1.06401,1,3,0,8.06925,0.224941
-7.87184,1,1.06401,2,3,0,8.01315,0.245428
-7.77005,1,1.06401,2,3,0,7.86587,0.266231
-7.63917,0.972291,1.06401,2,3,0,7.9563,0.327281
-7.67598,0.988173,1.06401,2,3,0,7.70138,0.371396
-9.10757,0.66738,1.06401,1,3,0,9.12365,0.579064
-10.8894,0.545624,1.06401,1,1,0,11.2112,0.691777
-8.47493,1,1.06401,1,1,0,10.1443,0.518599
-7.71875,0.985819,1.06401,1,3,0,8.47958,0.280361
-7.89614,0.948449,1.06401,1,3,0,8.04649,0.434812
-7.70687,1,1.06401,2,3,0,7.83783,0.384907
-7.64741,0.996393,1.06401,1,3,0,7.71365,0.315016
-7.64741,0.913379,1.06401,1,3,0,7.92213,0.315016
-7.9562,0.917016,1.06401,1,3,0,8.01048,0.446315
-7.83224,0.813449,1.06401,2,3,0,8.83858,0.252753
-8.21991,0.903874,1.06401,1,1,0,8.22807,0.200299
-8.90298,0.863503,1.06401,1,1,0,8.9372,0.149172
-10.2948,0.933171,1.06401,2,3,0,10.3223,0.0926142
-9.47047,1,1.06401,2,3,0,10.3441,0.121383
-9.17254,1,1.06401,1,1,0,9.67761,0.134882
-8.45172,1,1.06401,1,1,0,9.0905,0.179606
-7.65017,0.962674,1.06401,1,3,0,8.40386,0.354627
-7.6484,0.983331,1.06401,2,3,0,7.71379,0.352984
-9.78237,0.510644,1.06401,1,3,0,10.4984,0.109236
-10.1517,0.951131,1.06401,1,1,0,10.4717,0.0968998
-8.00499,1,1.06401,2,3,0,9.50905,0.454898
-8.00499,0.147194,1.06401,2,3,0,13.4732,0.454898
-7.79978,0.956981,1.06401,2,3,0,8.28838,0.259424
-9.26693,0.731501,1.06401,1,3,0,9.33308,0.130374
-11.1933,0.765444,1.06401,1,1,0,11.2013,0.0705027
-12.1529,0.920876,1.06401,1,1,0,12.4356,0.0534893
-8.08429,0.997096,1.06401,2,3,0,12.0215,0.215089
-7.7281,1,1.06401,1,1,0,7.98529,0.277483
-7.63849,0.995958,1.06401,2,3,0,7.74745,0.336789
-7.63849,0.559672,1.06401,2,3,0,10.0331,0.336789
-7.63822,0.999671,1.06401,2,3,0,7.64002,0.334719
-8.05982,0.770064,1.06401,2,3,0,8.70468,0.463899
-8.05982,0.68327,1.06401,1,1,0,8.79119,0.463899
-7.86608,0.898405,1.06401,2,3,0,8.64508,0.246447
-7.817,1,1.06401,2,3,0,7.8955,0.255801
-8.06501,0.899734,1.06401,2,3,0,8.65042,0.217415
-8.77311,0.827632,1.06401,2,3,0,9.77288,0.156952
-8.77311,0.759721,1.06401,1,1,0,10.1667,0.156952
-8.46658,1,1.06401,1,1,0,8.84493,0.178427
-8.46658,0.804564,1.06401,1,1,0,9.41444,0.178427
-9.53008,0.81659,1.06401,1,1,0,9.55388,0.11892
-7.71468,0.878605,1.06401,2,3,0,11.0435,0.387818
-7.71468,0.348821,1.06401,1,3,0,10.9795,0.387818
-7.71178,0.860547,1.06401,2,3,0,8.25359,0.386753
-7.64635,0.99662,1.06401,1,3,0,7.71576,0.31608
-8.77243,0.786181,1.06401,2,3,0,9.16087,0.156995
-9.0003,0.986066,1.06401,2,3,0,9.20919,0.143748
-8.2067,1,1.06401,1,1,0,8.85265,0.201635
-7.65054,0.999916,1.06401,1,3,0,8.08071,0.31217
-9.22471,0.652525,1.06401,1,3,0,9.48229,0.132362
-7.9856,1,1.06401,2,3,0,8.85679,0.451559
-7.63902,1,1.06401,1,3,0,7.90295,0.327745
-7.78143,0.963646,1.06401,1,3,0,7.79268,0.263534
-8.80152,0.811439,1.06401,1,3,0,8.82302,0.155193
-7.63889,0.964981,1.06401,1,3,0,8.64896,0.328193
-8.67951,0.537634,1.06401,2,3,0,10.0445,0.540254
-7.70689,1,1.06401,1,3,0,8.33188,0.384916
-8.01799,0.950181,1.06401,2,3,0,8.02243,0.457089
-7.77136,1,1.06401,1,1,0,7.95353,0.405652
-7.85715,0.969953,1.06401,1,1,0,7.89294,0.426631
-7.68031,0.816706,1.06401,2,3,0,8.57523,0.373551
-7.72448,0.984854,1.06401,1,1,0,7.73366,0.391271
-8.01249,0.955692,1.06401,2,3,0,8.0351,0.224102
-8.05793,0.849978,1.06401,2,3,0,9.15888,0.463599
-7.64356,0.931996,1.06401,2,3,0,8.38847,0.319308
-8.05964,0.899527,1.06401,1,3,0,8.09369,0.218074
-7.97848,1,1.06401,1,1,0,8.11709,0.228745
-9.12723,0.8344,1.06401,1,3,0,9.12971,0.13713
-8.73482,1,1.06401,1,1,0,9.21683,0.159377
-8.1951,1,1.06401,1,1,0,8.66371,0.202824
-7.66194,0.666467,1.06401,2,3,0,11.0754,0.304131
-7.66194,0.190096,1.06401,1,3,0,12.4358,0.304131
-7.68901,0.788937,1.06401,2,3,0,8.79666,0.377577
-7.76301,0.992134,1.06401,2,3,0,7.76473,0.267966
-7.63987,0.996208,1.06401,1,3,0,7.74745,0.341295
-7.63864,1,1.06401,2,3,0,7.63951,0.337531
-7.65138,0.98257,1.06401,2,3,0,7.71601,0.355682
-7.75848,0.964065,1.06401,1,1,0,7.7585,0.401987
-7.9901,0.920595,1.06401,1,1,0,8.01094,0.452342
-8.55418,0.472396,1.06401,2,3,0,10.7034,0.171765
-7.64486,0.903295,1.06401,2,3,0,9.26556,0.349188
-8.40509,0.677862,1.06401,2,3,0,9.35528,0.183408
-7.67658,1,1.06401,2,3,0,8.29033,0.371704
-7.63998,1,1.06401,1,3,0,7.66476,0.341555
-7.81578,0.951645,1.06401,1,3,0,7.85039,0.25605
-8.11144,0.974836,1.06401,2,3,0,8.12358,0.211919
-7.66954,1,1.06401,1,3,0,7.99473,0.299871
-7.90578,0.934638,1.06401,1,3,0,7.99226,0.43674
-7.67693,1,1.06401,2,3,0,7.92591,0.296217
-8.46443,0.527134,1.06401,2,3,0,10.4552,0.178597
-7.64668,0.964169,1.06401,1,3,0,8.40383,0.351242
-7.83978,0.944146,1.06401,1,3,0,7.8977,0.251297
-8.16498,0.918513,1.06401,1,1,0,8.17863,0.205991
-10.9207,0.48824,1.06401,1,3,0,12.1834,0.693321
-8.56044,1,1.06401,1,1,0,10.2223,0.527957
-8.56044,0.595348,1.06401,1,1,0,9.68933,0.527957
-8.13911,1,1.06401,2,3,0,8.4275,0.208805
-7.69588,0.957192,1.06401,2,3,0,8.26321,0.380528
-7.7059,0.882551,1.06401,2,3,0,8.14588,0.384534
-7.64736,0.984224,1.06401,2,3,0,7.78529,0.315059
-7.71828,0.954839,1.06401,2,3,0,7.86963,0.389111
-7.63818,1,1.06401,1,3,0,7.69865,0.332762
-7.70933,0.959363,1.06401,2,3,0,7.82687,0.283451
-7.80302,0.990121,1.06401,2,3,0,7.80652,0.413994
-7.66482,1,1.06401,2,3,0,7.80567,0.302444
-8.07139,0.878983,1.06401,2,3,0,8.36081,0.465725
-8.07139,0.382514,1.06401,1,1,0,9.80712,0.465725
-8.49979,0.854998,1.06401,1,1,0,8.60996,0.521369
-8.16103,0.881007,1.06401,1,3,0,9.31259,0.206415
-7.89528,1,1.06401,2,3,0,8.1225,0.241427
-7.68339,0.969635,1.06401,2,3,0,8.12249,0.293315
-9.17862,0.742004,1.06401,2,3,0,9.70585,0.134584
-7.8221,0.900367,1.06401,1,3,0,9.50726,0.418649
-7.77157,1,1.06401,1,1,0,7.84372,0.405709
-7.77157,0.532676,1.06401,2,3,0,9.81772,0.405709
-7.77157,0.718394,1.06401,1,1,0,8.36008,0.405709
-7.71297,1,1.06401,1,1,0,7.7696,0.387192
-7.64203,0.923044,1.06401,2,3,0,8.04917,0.321455
-7.64203,0.436518,1.06401,1,3,0,10.1903,0.321455
-7.65126,0.997072,1.06401,1,1,0,7.6516,0.311565
-7.64674,1,1.06401,1,1,0,7.65188,0.315682
-7.9591,0.925518,1.06401,1,3,0,7.97583,0.231518
-7.65481,0.982521,1.06401,1,3,0,7.95797,0.358448
-7.64351,0.945903,1.06401,2,3,0,7.89039,0.347498
-8.6829,0.738958,1.06401,1,3,0,8.94724,0.162771
-9.9528,0.801433,1.06401,1,1,0,9.976,0.103298
-7.71084,0.827059,1.06401,2,3,0,11.9554,0.386405
-7.66996,1,1.06401,1,1,0,7.70301,0.36819
-8.37376,0.823036,1.06401,1,3,0,8.37734,0.506858
-7.72495,1,1.06401,2,3,0,8.14301,0.391432
-8.70658,0.702813,1.06401,1,1,0,8.70658,0.542943
-8.19095,1,1.06401,1,1,0,8.66215,0.483319
-7.6421,1,1.06401,1,3,0,8.06913,0.32134
-7.6421,0.81413,1.06401,1,3,0,8.20384,0.32134
-7.74794,0.928278,1.06401,2,3,0,7.99102,0.271867
-7.71213,1,1.06401,1,1,0,7.75392,0.282512
-7.97511,0.767474,1.06401,2,3,0,9.05626,0.229221
-7.6476,0.984708,1.06401,1,3,0,7.9552,0.352188
-7.65911,0.998758,1.06401,2,3,0,7.65931,0.305895
-7.64347,0.992858,1.06401,2,3,0,7.69671,0.319422
-9.20741,0.42095,1.06401,2,3,0,10.9423,0.587161
-9.99961,0.759671,1.06401,1,1,0,10.4615,0.642568
-9.80781,1,1.06401,1,1,0,10.68,0.630369
-8.28452,1,1.06401,2,3,0,9.70133,0.194041
-8.07154,1,1.06401,1,1,0,8.30788,0.21662
-7.64527,0.945945,1.06401,2,3,0,8.35323,0.349681
-8.18337,0.659779,1.06401,2,3,0,9.23068,0.482263
-8.8845,0.774169,1.06401,1,1,0,9.01148,0.559762
-8.92025,0.99573,1.06401,2,3,0,9.36588,0.562979
-8.13074,1,1.06401,1,1,0,8.73579,0.474724
-8.13074,0.530271,1.06401,1,1,0,9.30583,0.474724
-7.67723,0.730143,1.06401,2,3,0,9.26372,0.372033
-8.06697,0.925693,1.06401,2,3,0,8.13655,0.217175
-8.09953,0.621593,1.06401,2,3,0,11.2859,0.213295
-7.83865,1,1.06401,1,1,0,8.05002,0.251514
-7.70918,1,1.06401,1,1,0,7.8072,0.283502
-7.80292,0.936351,1.06401,2,3,0,8.10286,0.258748
-7.66404,0.937329,1.06401,2,3,0,8.22975,0.302889
-7.66023,1,1.06401,1,1,0,7.66914,0.305185
-7.71085,0.8159,1.06401,2,3,0,8.63433,0.38641
-9.64568,0.529633,1.06401,1,3,0,10.5568,0.114341
-7.81973,1,1.06401,1,3,0,9.30692,0.255245
-8.45232,0.849711,1.06401,1,1,0,8.45232,0.179558
-8.36274,1,1.06401,2,3,0,8.59712,0.187003
-8.10134,1,1.06401,1,1,0,8.37341,0.213084
-8.9155,0.834168,1.06401,1,1,0,8.92599,0.148456
-8.71637,1,1.06401,1,1,0,9.08364,0.160569
-8.63303,1,1.06401,1,1,0,8.92135,0.166153
-7.6399,0.974859,1.06401,1,3,0,8.48282,0.325351
-7.67027,0.991355,1.06401,1,3,0,7.6781,0.368366
-7.6384,0.957347,1.06401,2,3,0,7.8539,0.336255
-7.70527,0.982132,1.06401,1,3,0,7.70888,0.384291
-7.9344,0.922287,1.06401,1,1,0,7.9409,0.442273
-8.46303,0.824718,1.06401,1,1,0,8.52094,0.517257
-7.99681,1,1.06401,1,1,0,8.3749,0.453501
-7.99884,0.999754,1.06401,2,3,0,8.12547,0.453849
-7.68315,1,1.06401,2,3,0,7.88858,0.374908
-7.68827,0.912895,1.06401,2,3,0,8.01256,0.377251
-7.6382,0.992374,1.06401,2,3,0,7.72625,0.332255
-7.657,0.992476,1.06401,2,3,0,7.67457,0.360074
-8.00025,0.911315,1.06401,1,3,0,8.00166,0.45409
-7.98848,0.709975,1.06401,2,3,0,9.35608,0.227352
-7.78365,1,1.06401,1,1,0,7.94667,0.263022
-7.94845,0.948081,1.06401,2,3,0,8.18656,0.444894
-7.94845,0.354285,1.06401,1,3,0,10.2637,0.444894
-7.75333,0.97242,1.06401,1,3,0,8.106,0.27044
-8.09066,0.911735,1.06401,1,1,0,8.09246,0.214335
-7.68927,0.96724,1.06401,2,3,0,8.34172,0.290861
-7.63818,0.996147,1.06401,2,3,0,7.7091,0.332762
-7.80111,0.956261,1.06401,1,3,0,7.81381,0.413514
-9.35916,0.592534,1.06401,1,3,0,10.3404,0.126183
-10.4455,0.856397,1.06401,1,1,0,10.5497,0.0883575
-7.69659,0.860334,1.06401,1,3,0,10.6866,0.380822
-7.77614,0.990872,1.06401,2,3,0,7.78768,0.406968
-7.67785,1,1.06401,1,1,0,7.74705,0.372342
-8.51334,0.844219,1.06401,2,3,0,8.65738,0.174811
-8.81754,0.940426,1.06401,1,1,0,8.96133,0.154216
-9.45628,0.964579,1.06401,2,3,0,9.57976,0.12198
-8.71937,1,1.06401,2,3,0,9.41645,0.160375
-8.69978,1,1.06401,2,3,0,8.96865,0.161654
-7.64195,1,1.06401,2,3,0,8.60751,0.345229
-7.65457,0.956778,1.06401,2,3,0,7.83294,0.358269
-7.86166,0.921024,1.06401,2,3,0,8.02829,0.247238
-7.64971,0.988334,1.06401,1,3,0,7.85862,0.354209
-7.70986,0.980609,1.06401,1,3,0,7.74343,0.283274
-7.80882,0.989603,1.06401,2,3,0,7.81312,0.415437
-15.8784,0.215388,1.06401,2,7,0,15.8795,0.0196453
-10.3771,1,1.06401,1,3,0,15.8496,0.0902566
-10.7972,0.953275,1.06401,1,1,0,11.1699,0.0793433
-7.63825,0.861665,1.06401,1,3,0,10.794,0.331598
-7.76506,0.966838,1.06401,1,3,0,7.77828,0.267454
-7.83729,0.979839,1.06401,1,1,0,7.86264,0.251774
-8.43366,0.844341,1.06401,2,3,0,9.13688,0.18106
-9.0576,0.882668,1.06401,1,1,0,9.12897,0.1407
-7.7085,0.917277,1.06401,1,3,0,9.1598,0.385528
-7.68543,1,1.06401,2,3,0,7.71346,0.375965
-7.64459,0.991556,1.06401,2,3,0,7.73008,0.318035
-8.44354,0.812283,1.06401,1,3,0,8.53779,0.180262
-7.93143,1,1.06401,1,1,0,8.33028,0.235655
-7.91863,1,1.06401,1,1,0,8.00555,0.237648
-8.68778,0.829971,1.06401,1,1,0,8.68848,0.162447
-7.64006,0.883256,1.06401,2,3,0,9.93601,0.324994
-7.70609,0.9741,1.06401,2,3,0,7.77322,0.284566
-8.16463,0.907541,1.06401,2,3,0,8.38101,0.479623
-7.72112,1,1.06401,2,3,0,8.01055,0.390109
-9.36248,0.628344,1.06401,1,3,0,9.36752,0.599163
-8.51292,1,1.06401,1,1,0,9.28046,0.522816
-7.72152,0.96275,1.06401,2,3,0,8.7712,0.27949
-7.82608,0.848879,1.06401,2,3,0,8.60821,0.419592
-8.03943,0.926012,1.06401,1,1,0,8.083,0.460624
-7.72748,1,1.06401,1,1,0,7.93724,0.392292
-7.97649,0.915332,1.06401,1,1,0,7.98773,0.449957
-7.71833,1,1.06401,2,3,0,7.95702,0.280496
-7.66506,1,1.06401,1,1,0,7.70463,0.302303
-7.93907,0.939121,1.06401,1,3,0,7.94243,0.23449
-7.8714,1,1.06401,1,1,0,7.97476,0.245506
-7.72431,1,1.06401,1,1,0,7.83699,0.278629
-7.64486,1,1.06401,1,3,0,7.70033,0.317726
-7.64314,1,1.06401,2,3,0,7.64563,0.319857
-7.839,0.928933,1.06401,2,3,0,8.00805,0.422583
-7.91508,0.64413,1.06401,2,3,0,9.52493,0.238211
-7.70457,1,1.06401,2,3,0,7.85598,0.285096
-9.0735,0.720007,1.06401,1,3,0,9.18523,0.139872
-9.16502,0.98422,1.06401,1,1,0,9.46509,0.135251
-8.19662,1,1.06401,1,1,0,8.96887,0.202668
-8.18822,1,1.06401,1,1,0,8.34049,0.203537
-9.06181,0.92985,1.06401,2,3,0,9.12493,0.575248
-9.05809,1,1.06401,1,1,0,9.57292,0.574934
-8.90502,1,1.06401,1,1,0,9.44038,0.561616
-8.40094,1,1.06401,1,1,0,8.93945,0.510089
-7.72231,1,1.06401,1,1,0,8.159,0.390523
-7.64041,0.998664,1.06401,1,3,0,7.711,0.324273
-7.66792,0.992074,1.06401,1,3,0,7.67631,0.367039
-7.63912,1,1.06401,1,3,0,7.6589,0.339275
-7.63912,0.887295,1.06401,1,3,0,7.94511,0.339275
-7.7008,0.969671,1.06401,2,3,0,7.77817,0.286445
-8.05491,0.903823,1.06401,1,3,0,8.2065,0.463119
-7.67735,0.989018,1.06401,1,3,0,8.05743,0.296025
-7.67735,0.572718,1.06401,1,3,0,9.28105,0.296025
-7.67735,0.854568,1.06401,1,3,0,8.18597,0.296025
-8.21863,0.843255,1.06401,2,3,0,8.60122,0.487112
-8.13794,0.513907,1.06401,2,3,0,11.1517,0.475779
-9.15584,0.690223,1.06401,1,1,0,9.24757,0.583017
-8.09908,1,1.06401,1,1,0,8.84891,0.469995
-8.95054,0.732899,1.06401,1,1,0,9.04041,0.565666
-7.65542,1,1.06401,1,3,0,8.67699,0.308397
-7.71527,0.982008,1.06401,1,3,0,7.75295,0.388033
-8.49389,0.861361,1.06401,2,3,0,8.59239,0.176298
-8.61779,0.9745,1.06401,1,1,0,8.80082,0.167211
-7.71416,0.916251,1.06401,2,3,0,8.99314,0.387629
-7.70553,1,1.06401,1,1,0,7.73282,0.384394
-10.1519,0.498022,1.06401,1,3,0,10.1797,0.651799
-7.67763,1,1.06401,1,3,0,9.31268,0.372235
-7.63908,0.834981,1.06401,2,3,0,8.42698,0.327534
-9.18307,0.646842,1.06401,1,3,0,9.29172,0.585216
-9.18307,0.809006,1.06401,1,1,0,10.0543,0.585216
-7.67729,1,1.06401,1,3,0,8.91911,0.296052
-8.23934,0.644739,1.06401,2,3,0,9.67898,0.198371
-9.17221,0.926442,1.06401,2,3,0,9.23472,0.584342
-7.77614,1,1.06401,2,3,0,8.66731,0.406969
-7.65463,1,1.06401,1,1,0,7.73455,0.358316
-7.63819,1,1.06401,1,3,0,7.65041,0.334098
-7.8012,0.954107,1.06401,2,3,0,7.89324,0.259119
-8.34417,0.867503,1.06401,1,1,0,8.34442,0.188626
-7.63933,0.908011,1.06401,2,3,0,9.11495,0.326806
-7.68706,0.9556,1.06401,2,3,0,7.8449,0.376708
-8.05865,0.877157,1.06401,1,1,0,8.05923,0.463714
-7.85352,1,1.06401,2,3,0,7.99426,0.248721
-7.95108,0.974183,1.06401,1,1,0,7.995,0.232694
-8.23064,0.919086,1.06401,1,3,0,8.72226,0.48873
-8.34605,0.958626,1.06401,1,1,0,8.54377,0.503498
-7.92684,1,1.06401,2,3,0,8.24394,0.236364
-7.66053,0.975501,1.06401,2,3,0,8.09364,0.304993
-7.63936,0.99973,1.06401,2,3,0,7.66188,0.340006
-7.69609,0.964335,1.06401,2,3,0,7.79328,0.380612
-7.81716,0.984924,1.06401,2,3,0,7.82327,0.255767
-7.67453,1,1.06401,2,3,0,7.78689,0.370652
-7.67453,0.189934,1.06401,2,3,0,12.5863,0.370652
-7.71711,0.995468,1.06401,2,3,0,7.71759,0.280885
-7.97681,0.964283,1.06401,2,3,0,8.03668,0.450016
-7.78167,0.948797,1.06401,2,3,0,8.30604,0.263478
-7.91075,0.964939,1.06401,1,1,0,7.93255,0.238902
-7.93142,0.8231,1.06401,2,3,0,9.11473,0.44171
-7.63881,0.90339,1.06401,2,3,0,8.32354,0.338222
-7.69455,0.985235,1.06401,1,3,0,7.69662,0.37997
-7.72166,0.990646,1.06401,1,1,0,7.73722,0.390298
-8.40801,0.782112,1.06401,1,1,0,8.40896,0.510921
-7.78799,1,1.06401,1,1,0,8.19714,0.410142
-7.67142,0.905586,1.06401,2,3,0,8.22238,0.298899
-7.67433,0.999111,1.06401,1,1,0,7.6842,0.29746
-7.98578,0.932498,1.06401,1,3,0,7.98859,0.227725
-8.4184,0.900746,1.06401,1,1,0,8.44555,0.182307
-7.66206,0.959042,1.06401,1,3,0,8.40584,0.363496
-7.97574,0.906785,1.06401,1,3,0,8.09959,0.229131
-7.71999,1,1.06401,1,1,0,7.90491,0.279971
-7.72011,0.999964,1.06401,1,1,0,7.74511,0.279932
-7.63817,0.994949,1.06401,2,3,0,7.74573,0.333498
-7.63821,0.999968,1.06401,2,3,0,7.63832,0.334486
-7.71459,0.979507,1.06401,1,3,0,7.7242,0.2817
-7.74059,0.992388,1.06401,1,1,0,7.7593,0.273879
-7.68064,0.739208,1.06401,2,3,0,9.31689,0.373712
-7.63826,0.871108,1.06401,2,3,0,8.25647,0.331518
-7.63834,0.999991,1.06401,2,3,0,7.63836,0.33083
-8.21336,0.872171,1.06401,2,3,0,8.44896,0.200959
-7.97991,1,1.06401,1,1,0,8.20684,0.228544
-8.71929,0.938693,1.06401,2,3,0,8.8264,0.544193
-8.04054,1,1.06401,2,3,0,8.5864,0.220463
-8.27062,0.945822,1.06401,1,1,0,8.33543,0.195351
-8.20258,0.921438,1.06401,2,3,0,9.31541,0.202056
-8.24621,0.989832,1.06401,1,1,0,8.38647,0.197699
-11.0416,0.678383,1.06401,2,3,0,12.0639,0.0737401
-7.64864,1,1.06401,2,3,0,10.2925,0.353216
-7.87166,0.819469,1.06401,2,3,0,8.41732,0.429753
-7.64444,0.97496,1.06401,2,3,0,8.00142,0.318211
-7.64444,0.608168,1.06401,1,3,0,8.96238,0.318211
-7.90102,0.93067,1.06401,1,3,0,7.94347,0.435792
-9.33209,0.757141,1.06401,2,3,0,9.3898,0.127392
-8.22071,1,1.06401,1,1,0,9.105,0.200219
-7.7147,0.864626,1.06401,2,3,0,9.57199,0.281667
-7.70479,0.926156,1.06401,2,3,0,8.17673,0.285018
-8.24541,0.889321,1.06401,1,3,0,8.25254,0.197777
-7.71891,1,1.06401,1,3,0,8.1033,0.280312
-8.54907,0.79152,1.06401,1,3,0,8.78839,0.52674
-7.7779,0.973729,1.06401,1,3,0,8.66068,0.264358
-8.3835,0.842141,1.06401,1,3,0,8.68634,0.508023
-7.64354,1,1.06401,1,3,0,8.21639,0.319339
-7.69675,0.954977,1.06401,2,3,0,7.8632,0.287943
